id,text,likes,date,views
11158,"Я однажды вам покажу эксперимент с ремнём. 
*смех из аудитории*
Это не больно, вы не бойтесь. Даже не обидно

#Ершов_mipt",143,1712085651,7706
11157,"Я подумал это в уме и запутался. Такие вещи не надо думать в уме. Такие вещи надо думать в руках.

#Колдунов_mipt",163,1712085645,5992
11146,"Я это прологарифмировал, продифференцировал, а потом проинтегрировал. Как хоббит, сгонял туда-обратно.

#Колдунов_mipt",314,1711977531,7624
11145,"* онлайн-лекция идет уже 3 часа*

...это Vx dt, ребят, я надеюсь вы всё ещё живы, и умножаю на вероятность Vx...

#Колдунов_mipt",138,1711977525,5396
11144,"П: Как известно, у интеграла Римана не более, чем конечное число особенностей.
С: А если более, чем конечное?
П: Тогда лучше убиться. 

#Бычков_mipt",153,1711977515,4855
11143,"Проверка тут тривиальна. Если я буду проверять, я запутаюсь, поэтому оставлю её вам в качестве упражнения. 

#Ершов_mipt",164,1711977504,5606
11142,"Мы эти линейные преобразования… Ой, чья-то куртка упала

#Ершов_mipt",103,1711977498,5124
11132,"* нашли опечатку на слайде*
- Ошибка на слайде, и правда. Специально сделано, чтобы вы неправильный код запомнили

#Шевелёв_mipt",87,1711782812,7141
11131,"И какой же мы получили в результате результат?

#Ершов_mipt",73,1711782780,5372
11130,"С: Разводы на доске, кто оставил? Надо перемывать
П: Вы знаете, если будет слишком идеально, я не решусь на ней писать 

#Ершов_mipt",146,1711782776,6501
11120,"Гагарин Хакатон!

Крупный онлайн-марафон, который соберет участников со всей России. Событие пройдет в преддверии дня космонавтики и представит уникальную возможность для разработчиков продемонстрировать свои навыки и презентовать уникальные решения.

Тебя ждет 5 кейсов:
1.Классификатор фото-сканов;
2.Телеграм-бот для быстрого заполнения анкетных данных;
3.Использование ИИ для онбординга первокурсника;
4.Sentiment Telegram-каналов на рынке акций;
5.Алгоритм обнаружения аномалий в видеопотоке для реализации алгоритма сервисной аналитики.

Общий призовой фонд – 1 250 000 рублей!

Дата проведения: 12 – 14 апреля
Формат: онлайн

Подробная информация и регистрация: https://hacklist.ru/hackathons/gagarin_hackathon/",1,1711451183,2701
11117,"У меня заготовлен замечательный вопрос по выбору. При какой температуре каша в голове превращается в пищу для ума?

#Колесов_mipt",357,1711400673,8693
11112,"Вы уже строите планы на перерыв?!

#Ершов_mipt",143,1710946401,6374
11111,"П: Я подтверж... как правильно сказать?
С: В русском ""подтвержу"", на ""-жу"", а в стараславянском было бы на ""-жду""
П: Хорошо, подвердю.

#Колесов_mipt",167,1710946397,11175
11110,"Вот такое нехитрое упражнение на несколько часов раздумий.

#Якобовский_mipt",162,1710946387,6385
11109,"У меня несколько странные представления о простоте

#Ершов_mipt",87,1710946355,4879
11106,"🔥 Tender Hack снова в Москве!

Портал Поставщиков объявляет об открытии регистрации в хакатоне «Tender Hack».
Цель - создать функционал генерации наименования и характеристик СТЕ в универсальном виде.

Только 100 человек смогут принять участие. Стань одним из них!

Когда: 5-7 апреля
Где: Москва, Олимпийский пр., 18/1 (AZIMUT Сити Отель Олимпик Москва)
🏆Победитель хакатона получит 500 000 рублей!

Подробности на сайте: https://hacklist.ru/hackathons/tenderhack_msk/",0,1710920637,2294
11090,"Чему равно ядро? Вы пока подумайте, а я попью чайку

#Ершов_mipt",148,1710771363,6270
11089,"В чем польза многообразий? 
После них вам уже становится всё очевидно. 
#Тюленев_mipt",153,1710771358,6817
11088,"Это честный обман в рамках нашего курса
#Глазков_mipt В. Н.",76,1710771348,4559
11087,"⚡ Мы снова открываем регистрацию участников теперь уже на трёхдневный хакатон RLT.Hack!

Он пройдёт с 29 по 31 марта и будет посвящён созданию автоматизированной базы знаний закупок.

Участникам предстоит проанализировать законодательство о закупках, учебные материалы в видео и аудио формате, постановления правительства и прочие юридические документы, которые применяются в сфере закупок.

Формат выдачи информации в готовой базе может быть любым, главный критерий — актуальность и полнота предоставляемой информации. Учитывая сложность задачи, для зарегистрированных участников предварительно состоятся две консультации с экспертами Росэлторг.

Мы приглашаем:
🔵 data-специалистов и разработчиков
🔵AI/LLM-инженеров
🔵NLP-инженеров
🔵prompt-инженеров

Как и прежде участники могут объединяться в команды до пяти человек, при этом не менее половины должны присутствовать на площадке очно.

🤳 Регистрация на хакатон продлится до 27 марта включительно. Заявку на участие можно подать на сайте Росэлторг.Университет: https://hacklist.ru/hackathons/rlt_hack_2024/",2,1710758293,2175
11085,"- Эф кругленькая - это интеграл от эф остренькой 
#Михайлова_mipt",98,1710674170,5688
11084,"Вот это все - статистика. С ее помощью можно посчитать шанс выигрыша в карты или казино. И если вы посчитаете, то поймете что в карты и казино лучше не играть

#Осин_mipt",145,1710674163,4377
11076,"*Рассказывает про классификацию кварков*
А теперь третья группа – самые тяжёлые: top и bottom. Видите, синонимы

#Андрейчиков_mipt",62,1710579832,6843
11075,"Сейчас я буду насиловать свой склероз

#Александров_mipt",127,1710579791,5167
11074,"Сейчас дорешаем этот пример, а потом сделаем мааааленький перерыв

#Ершов_mipt",73,1710579788,3973
11073,"П: Как обозначим количество Жордановых клеток данного порядка?
С: Большой русской Ж
П: Я понимаю Ваши чувства, но давайте лучше латинскими

#Ершов_mipt",256,1710579783,5952
11056,"Семинар по ОСФ:
Студент кидает кубик D25.
С: +3 модификатор к ловкости, +2 к силе.
П: -5 к интеллекту.
#Кобякин_mipt",143,1710183357,6319
11055,"Чтобы понять, что такое счастье, надо иногда соприкасаться со Вселенской тоской...

#Колдунов_mipt",187,1710183349,6569
11046,"Мезон - это ошибка, нонсенс! 

#Толоконников_mipt",58,1709814099,5909
11042,"С: А что обозначает перевёрнутая W? 
П: Обычно её называют M… 
#Козлов_mipt",329,1709751462,12087
11041,"Фраза О(1) — неприличная, знаете, на заборе такое пишут...

#Деркач_mipt",112,1709751144,6258
11040,"*рассматривает один из двух случаев*
...ну или все наоборот. Знаете же детский стишок?

Принцесса была 
Прекрасная, 
Погода была 
Ужасная. 
Днем 
Во втором часу 
Заблудилась принцесса 
В лесу. 
Смотрит: полянка 
Прекрасная, 
На полянке землянка 
Ужасная. 
А в землянке — людоед: 
— Заходи-ка 
На обед! — 
Он хватает нож, 
Дело ясное. 
Вдруг увидел, какая… 
Прекрасная! 
Людоеду сразу стало 
Худо. 
— Уходи, — говорит, — 
Отсюда. 
Аппетит, — говорит, — 
Ужасный. 
Слишком вид, — говорит, — 
Прекрасный. — 
И пошла потихоньку 
Принцесса, 
Прямо к замку вышла 
Из леса.
Вот какая легенда 
Ужасная! 
Вот какая принцесса 
Прекрасная!
А может быть, было все наоборот...

Ну вот и у нас так же...

#Деркач_mipt",115,1709751139,8956
11034,"Надо начать высыпаться

#Ершов_mipt",201,1709703461,6691
11028,"Хакатон: умный помощник для тендеров.

Присоединяйтесь к участию в соревновании и станьте частью комьюнити Федерации спортивного программирования, объединяющей талантливых специалистов и спортсменов!

Что дает участие?
1. Карьерные преимущества.
2. Поддержка и развитие.
3. Призовой фонд — 200 000 рублей.
4. Комьюнити спортсменов.

К участие приглашаются:
- Студенческие команды в составе от 3х до 5ти человек;
- Обучающиеся технических специальностей;
- IT-специалисты;
- Заинтересованные представители регионов Российской Федерации.

Дата проведения: 23 - 25 марта
Формат: онлайн/офлайн в г. Москва

Подробная информация и регистрация: https://clck.ru/39CZp2",1,1709539845,2845
11019,"Есть формула Кирхгофа, я её принципиально не пишу... так сказать, на доске

#Михайлова_mipt",75,1709473266,6802
11018,"Современная химия - это решение уравнений Шрёдингера. Ну, кроме парацетомола. Никто не знает, как он работает, и все его принимают

#Шевелёв_mipt",246,1709473259,10245
11017,"Давайте докажем первое утверждение, даже теоремой его назвать стыдно

#Филимонов_mipt",77,1709473241,5547
11010,"Отфубиним

#Шмидт_mipt",64,1709132654,6094
11009,"* идёт чтение домашнего задания*
was terribly... depressed
- Господи, сколько ж можно

#Судакова_mipt",108,1709132616,6241
11003,"Так обычно объясняют, но если выйти за рамки трёх классов церковно-приходской школы, то это не правда

#Чепцов_mipt",191,1708972319,6988
11002,"Я в уме всё делаю, а вы бездельники

#Киселёв_mipt",134,1708972306,6458
10990,"Эгоист - это человек, который любит себя больше, чем меня

#Колесов_mipt",212,1708589867,7689
10989,"Представьте, что вы в ""Поле чудес"", а я Якубович

#Колдунов_mipt",104,1708589860,6150
10988,"Говорит много не тот, кто произносит много слов, а тот, кто не умеет вовремя промолчать 

#Колдунов_mipt",150,1708589855,6594
10987,"На кафедре общефиза делить на ноль можно... Вопрос лишь в том, положительный этот ноль или отрицательный

#Глазков_mipt В.Н.",220,1708589840,6683
10986,"Тут написано a, b, c... Вот эти буковки называются алфавит.

#Шевелёв_mipt",94,1708589824,5458
10985,"Аудитория: * апплодирует*
- Не смущайте меня

#Ершов_mipt",122,1708589803,4916
10976,"Хочешь принять участие в захватывающем хакатоне по созданию персонажей и внедрению их в городские пространства❓

У нас отличная новость⚡

Группа компаний «РОСОХРАНА» и «Эпсилон» при поддержке «Акселератора Возможностей» запускают регистрацию на онлайн-хакатон «Городские легенды». Соревнование состоится 11-18 марта: на протяжении недели команды будут погружены в мир разработки и 3D-моделирования и поборются за призовой фонд размером в 700.000 рублей.

Под руководством экспертов и менторов участникам предстоит решить один из предложенных кейсов:

🔢Разработка интерактивного голосового помощника с использованием анимированного аватара.
🔢Интеграция интерактивного аватара в городскую экосистему цифровых сервисов.

За каждой командой будет закреплен ментор, который поможет привести команду к победе! Обязательно используйте данную возможность!

Если ты интересуешься AI, 3D-моделированием и графическим дизайном скорее присоединяйся к онлайн-хакатону, выбирай кейс, собирай команду и регистрируйся до 5 марта!

➡Призовой фонд: 700 000 рублей
➡Формат: онлайн
➡Даты проведения: 11-18 марта

Подробная информация и регистрация: https://hacklist.ru/hackathons/gorodskie-legendy-2024/

#Хакатон #3Dмоделирование #AI",2,1708427641,2678
10963,"Любая уважающая себя функция нелинейна
А. С. #Кобякин_mipt",229,1708160562,7639
10962,"С: А можете, пожалуйста, нижний индекс прочитать?
П: Не хочу)

#Киселёв_mipt",127,1708160552,6435
10961,"«В детском саду же нужно что-то простое рассказывать. Квантовую теорию поля, например»

#Шмидт_mipt",428,1708160546,11438
10960,"Откаты - это плохо

#Колдунов_mipt",75,1708160537,5465
10950,"С: Почему?
П: По теореме Винни-Пуха. Если пчёлы жужжат, это неспроста.

#Огарков_mipt",431,1707861496,10275
10949,"Если вы когда-нибудь будете работать с OpenGL, я желаю вам всяческих благ. Главное - не повеситься.

#Шевелев_mipt",122,1707861483,6501
10948,"Если у вас есть чувство, что я уже задолбал вас этой картинкой, то это правильное чувство. Я так и хотел

#Останин_mipt",142,1707861477,6172
10947,"П: Если хотите, можем сделать перерыв
С: Ухты!

#Ершов_mipt",70,1707861457,5043
10930,"Сейчас будет глубокая мысль: 2 семестр - это не 1 семестр.

#Колдунов_mipt",326,1707404096,8289
10929,"Мне бомбят в личку просто так

#Колдунов_mipt",101,1707404088,6188
10928,"Вы идёте по улице и встречаете подпространство. Что вы у него спросите?

#Ершов_mipt",340,1707404085,12047
10917,"- п: ""Что будем делать?""
- с: ""Плакать""
- п: ""Не поможет. Я конечно понимаю, что у нас все катится к тому, что если студент пришел на экзамен это уже уд, не заплакал, твердый хор, но тут это не поможет.""

#Кондрашов_mipt",250,1707131527,12288
10916,"Питонячий скрипт

#Шевелёв_mipt",64,1707131498,6973
10912,"ML TALENT MATCH

Примите участие в трехдневном хакатоне гибридного формата с 28 февраля по 1 марта, выполните задание одного из трёх кейсов на выбор и станьте победителем!

Кейсы:
1. Алгоритм для мэтчинга кандидатов
2. Алгоритм для структурирования информации в резюме кандидатов
3. Алгоритм для сопоставления резюме и вакансии

Для кого:
- Junior и Middle разработчики;
- Product-менеджеры;
- ML-специалисты;
- NLP- специалисты;
- Аналитики;
- Студенты;
- Команды от 3 до 5 человек.

Призовой фонд - 300 000 рублей.

Формат: онлайн/офлайн награждение в г. Москва, Кластер Ломоносов (ИНТЦ МГУ «Воробьёвы горы»)

Подробная информация и регистрация: https://hacklist.ru/hackathons/ml-talent-match2024/",4,1706770353,3788
10900,"П: -Я не знаю как измерить природу силы, я знаю как измерить её величину, как измерить её направление. А как измерить её природу я не знаю
С: -Ну как же, 4 стихии, огонь, вода...
П: -Это метафизика, а мета, как знаете запрещена

#Холин_mipt",361,1705175629,16668
10899,,178,1705154798,7487
10897,"Что делают на паре? Парятся.

#Кожевников_mipt",158,1704875321,8783
10893,,191,1703859736,8414
10892,"Лучшая цитата за 2023 год!

С: В задаче явно подвох. 
П: Нет. 
С: А почему вы улыбаетесь? 
П: Не, не, я всегда улыбаюсь. Я дурачок просто 
 
#Колдунов_mipt Л.М.",756,1703856114,24522
10887,"Р.Н.: Есть официальная программа. Если вас спрашивают что-то не по программе, вы говорите: Ребят, тут какая-то ерунда происходит, мы сейчас вообще милицию вызываем.

#Карасев_mipt",271,1703710959,9547
10884,"П: Я вас обманул вот, а вы и не следите, так? Вот так вот людей и разводят: какие-нибудь кредиты всучают, да и чё только не всучают...

#Богачев_mipt В.И.",102,1703248697,8272
10869,"Студент: ""Там не 'max', а 'argmax'.""
Нозик: ""Вам надо стать юристом.""

#Нозик_mipt",102,1702923602,8625
10868,"Эх,снился мне замечательный сон про то,что я вектор. Прыгал, веселился, радовался,что у меня друзей континуум. А потом я начал осознавать,что я вектор и как круто всё-таки им быть. Но потом я понял,что векторы не умеют думать,а я умею. А значит,что я не вектор. На этой мысли я проснулся и долго грустил,что я не вектор (

#Лукьянчук_mipt",328,1702923579,9401
10844,"П: *фамилия студента*(на перекличке)
С: Здесь 
П: Зачем? Столько пропусков было. Нелогично как-то поступаете 

#Бурмистров_mipt",326,1702564042,10699
10843,"Оценки это конечно хорошо, но главная ваша задача - не сойти с ума и не вылететь с Физтеха

#Хирьянов_mipt",442,1702564036,10617
10842,"Давайте часть из этого докажем. Например, всё

#Останин_mipt",149,1702564014,7358
10826,"Итак, теорема 2... Мы дошли до магии.

#Иванов_mipt",181,1702409265,13483
10825,"Следующая лекция будет не скоро и не для всех

#Бурмистров_mipt",196,1702409262,8460
10824,"Учиться, учиться - это дополнительный бонус того что вы поступили в МФТИ. В основном вам тут нужно пить, веселиться и находить хороших людей.

#Коган_mipt",549,1702409258,31158
10810,"""На нашей картошке сидит колорадский жук, и я у него спрашиваю: ""Колорадский жук, как попасть в материальную точку?"" А он мне называет координаты, не замечая вращения орт"".

#Юдин_mipt",122,1702303379,10969
10809,"Мы сначала пользовались свойствами определителя, а потом их доказали

#Ершов_mipt",134,1702303362,7355
10808,"Если человек говорит, что металлический водород можно будет применять в народном хозяйстве, то он либо дурак, либо мошенник. Но никто, конечно, не говорит ""дурак"", говорят - ""романтик"". И не говорят ""мошенник"", говорят ""осуществляет информационное сопровождение своей работы""
#Михеенков_mipt",93,1702303347,6074
10807,"Как мы видим, получить направленный мощный пучок нейтрино достаточно легко... Ну как, надо иметь ускоритель и списанный линкор времён Второй мировой войны. 

#Глазков_mipt",150,1702303333,7400
10806,"С: Предлагаю до 21.20 продлить (летучку)
П: Ярослав, в приличных заведениях за продлевать доплачивают 

#Игнатюк_mipt",166,1702303312,7366
10805,"Идёт семинар в Zoom
П: - Кто-то задал вопрос в чате. Сейчас я его открою, это я умею.
///Долгая пауза///
П: - Или не умею...

#Ященко_mipt",158,1702303302,5779
10802,"Мы ждали этого целый год! 
 
🎅🏻Открываем регистрацию на новогодний хакатон X-MAS HACK 2023!🎅🏻 
 
X-MAS HACK - это уникальное мероприятие, принять участие в котором смогут не только кодеры! 
 
Участвуй в «Идеатоне» и генерируй инновационные бизнес-решения в кейсах: 
• Интеллектуальные транспортные системы 
• Алгоритм вывода новых продуктов для сервиса рекомендаций 
 
Если ты айтишник, регистрируйся в секцию «Хакатон» и решай кейсы от IT-компаний: 
• Разведочный анализ данных с Wi-Fi роутеров о перемещениях пользовательских устройств по городу 
• Средство автоматической коррекции цвета 
• Планирование рекламных кампаний 
• Предсказание потребностей и болей клиентов 
 
Читай подробности, собирай команду и скорее подавай заявку на участие до 19 декабря по ссылке: https://clck.ru/372Aw3 
 
📆X-MAS HACK пройдёт 22-24 декабря в смешанном формате. Если ваша команда из региона, вам доступно участие в онлайн-формате, если из Москвы, то приглашаем вас на площадку 24 декабря для презентации своей работы перед экспертами! 
 
Рассказываем, почему участвовать просто необходимо: 
🎄Призовой фонд размером в 1.000.000 рублей. 
🎄Общение с опытными специалистами и участниками хакатона, обмен опытом и идеями. 
🎄Новогодний мерч и подарки от партнёров. 
🎄Крутая возможность для наполнения твоего портфолио. 
 
Регистрируйтесь и завершайте 2023 год максимально ярко и продуктивно с X-MAS HACK!⭐",0,1702111860,4483
10796,"Под конец лекции уже полная отключка происходит.

#Иванов_mipt",103,1701959127,6484
10795,"Хорошее определение? Нет, отстойное

#Николаенко_mipt",67,1701959123,5996
10794,"П: - Это правильное определение?
С: - Кто его дал?
П: - Я)

#Николаенко_mipt",110,1701959119,8531
10793,"Всё алгоритмично, если знать алгоритм.

#Игнатюк_mipt",90,1701959115,6396
10792,"С: А откуда эта формула?
П: Дима, вы в бога верите? Бог дал
#Николаенко_mipt",228,1701959111,7869
10791,"С: Александр Николаевич, а вы не верите в удачу, потому что дружите с Сергеем Дмитриевичем?
П: Не понял глубины..?
С: Ну, он ведь ведёт теорию вероятностей, мат. статистику
П: Я не верю в это!

#Бурмистров_mipt",146,1701959106,6722
10790,"С: А что такое А(7)?
П: А(7) это А(n) при n=7. Простите, я вас троллю.

#Ершов_mipt",305,1701959086,18691
10787,,0,1701891121,4547
10774,"Диаграммы Фейнмана - это не картинки, это способ записи уравнений. Поэтому относиться к ним надо так же трепетно, как к китайским иероглифам.

#Глазков_mipt",123,1701777580,5709
10773,"Суммировать символами кронекера - одно удовольствие. Давайте получим это удовольствие

#Иванов_mipt",155,1701777566,6519
10772,"Что у вас есть на лабораторных? Кривые глаза, кривые руки, кривые установки

#Животов_mipt",179,1701777552,8024
10764,"П: И Вы с такой грамотностью хотите идти на досрок?
С: Я подзабыл, омЕга или Омега? Как правильно по-русски?
П: Дубль-Вэ

#Шаньков_mipt",293,1701633097,8280
10763,"Что такое неявная функция? Есть кому надо напомнить? Ну я сам себе напомню 
 
#Гриценко_mipt",91,1701632946,6207
10744,"Как это делают настоящие физтехи? Говорят: ""Очевидно""

#Скубачевский_mipt",365,1701419701,17163
10743,"Когда у нас будет функан, мы будем хренеть и исследовать, а пока оставьте это, охренеть мы ещё успеем

#Огарков_mipt",129,1701419685,6921
10742,"Из чего состоит компьютер? Из проводов. 
 
#Гольдштейн_mipt",109,1701419677,7431
10741,"Раньше все экзамены были после Нового Года, а сейчас там какие-то каникулы! А кому они нужны эти каникулы?!

#Константинов_mipt",122,1701419674,6927
10740,"Запятая — это j без точки

#Коновалов_mipt",98,1701419667,6026
10727,"Можно мы не будем эти матрицы перемножать? У нас времени нет.
А с другой стороны не нужно спрашивать разрещение - я лектор.

#Киселёв_mipt",203,1701287558,6994
10726,"С: Вам не нравится мое решение?
П: Не то что бы не нравится... Оно в корне неверно!

#Бурмистров_mipt",118,1701287531,7092
10715,"Компилятор не позволяет мне этого сделать, а я беру и говорю: «Я дурак и у меня справка есть. Давай делай.»

#Ибрагимов_mipt",196,1701199685,7340
10714,"–Все физтехи через это проходили. Все физтехи это учили. Считайте это кармой–
#Кондрашов_mipt",205,1701199669,16139
10713,"Я себя ощущаю Господом Богом

#Райгородский_mipt",142,1701199648,6370
10710,"Brand Analytics Contest: ML для аналитики соцмедиа
Регистрация на онлайн-контест от Brand Analytics уже открыта!

Компания Brand Analytics - разработчик лидирующей системы мониторинга соцсетей и СМИ на рынках России и СНГ, приглашает всех желающих принять участие в контесте и разработать решение, способное генерировать текст суммаризации комментариев под постами в социальных сетях.

Что такое контест?
➡Контест - формат соревнования, предназначенный для решения реальных задач по программированию за установленный период времени. На протяжении практически трёх недель участники будут работать над решением поставленной перед ними задачи в удобное время!

Какая задача?
➡Разработка решения, генерирующего текст суммаризации комментариев под постами в соцсетях.

Формат участия:
Можешь участвовать один или собрать команду до 3-ёх человек

Уже готов погрузиться в работу?
Даты контеста: 4 - 25 декабря 2023 года
Закрытие регистрации: 15 декабря

❗Подробности и регистрация: https://hacklist.ru/hackathons/brand_analytics_contest2023/

Что ждёт участников?
- Борьба за призовой фонд размером в 200 000 рублей
- Обратная связь от с экспертов крупной IT-компании
- Возможность проявить себя и продемонстрировать свои скиллы
- Новый кейс в портфолио, созданный в рамках решения реальной задачи

Регистрируйся на Brand Analytics ML Contest, работай над задачей и выигрывай!",2,1701160973,3871
10708,"Считать момент инерции - это целое искусство

#Юдин_mipt",93,1701105280,7258
10707,"""Демоническое... ой, то есть, динамическое программирование!""

#Хирьянов_mipt",292,1701105248,7166
